ABN,Charity_Name,Registration_Status,Address_Line_1,Address_Line_2,Town_City,State,Postcode,Municipality,Charity_Size,BRC,Main_Activity,Animal_Protection,Aged_Care_Activities,Civic_and_advocacy_activities,Culture_and_arts,Economic_social_and_community_development,Emergency_Relief,Employment_and_training,Environmental_activities,Grant_making_activities,Higher_education,Hospital_services_and_rehabilitation_activities,Housing_activities,Income_support_and_maintenance,International_activities,Law_and_legal_services,Mental_health_and_crisis_intervention,Primary_and_secondary_education,Religious_activities,Research,Social_services,Sports,Other_Education,Other_health_service_delivery,Other_recreation_and_social_club_activity,Other_philanthropic_intermediaries_and_voluntarism_promotion,Other_Activity,Other_activity_description,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operates_Overseas,Charity_activities_and_outcomes_helped_achieve_charity_purpose,General_Community_Australia,Females,Males,Early_Childhood_under_6,Children_6___under_15,Youth_15___under_25,Adults_25_to_under_65,Adults___65_and_over,ATSI,GLBTI,Migrants_Refugees_or_Asylum_Seekers,Other_charities,Other_beneficiaries_not_listed,Other_beneficiaries_description,Overseas_communities_or_charities,People_in_rural_regional_remote_communities,Families,Financially_disadvantaged_people,People_at_risk_of_homelessness,People_with_Chronic_or_Terminal_Illness,People_with_Disabilities,Pre_or_Post_Release_Offenders_and_Families,Unemployed_Persons,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Culturally_and_Linguistically_Diverse,Provided_support_services_funded_by_NDIS,Intend_provide_support_funded_by_NDIS,Staff_Full_time,Staff_Part_time,Staff_Casual,Staff_Volunteers,Government_grants,Donations_and_bequests,All_other_revenue,Total_revenue,Other_income,Total_gross_income,Employee_expenses,Interest_expenses,Grants_and_donations_made_for_use_in_Australia,Grants_and_donations_made_for_use_outside_Australia,All_other_expenses,Total_expenses,Net_surplus_deficit,Total_current_assets,Non_current_loans,Other_non_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Non_current_liabilities,Other_non_current_liabilities,Total_non_current_liabilities,Total_liabilities,Net_assets_liabilities,Other_Comprehensive_Income__if_applicable_,Total_Comprehensive_Income,DGR_Status,Website
81004566509,Australian Institute Of Physics,REG,Suite 2,128 Jolimont Road,East Melbourne,VIC,3002,Melbourne,Small,N,Civic and advocacy activities,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,Y,Y,N,Y,Y,Y,Y,Y,N,"The Institute facilitated the exchange of information and ideas amongst members of the Institute and others on the science of physics. This was performed by holding seminars, public lectures and conferences, by publishing the magazine Australian Physics and the monthly bulletin, and by maintaining a website and Twitter and Facebook presence.The aim of improving and extending the scientific knowledge of persons engaged in the science of physics and its applications was of great importance to our Institute.  This was achieved through support for outreach activities for school students, accreditation of undergraduate physics courses and conferring awards and prizes for excellent achievement at all levels. The Institute spoke and acted on behalf of the physicists of Australia in matters relating to the science of physics and its applications and the profession of the physicist through active engagement with organisations including Science and Technology Australia, the National Committee of Physics of the Academy of Science and the International Union of Pure and Applied Science.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,100,0,0,185220,185220,0,185220,0,0,10308,0,230609,240917,-55697,0,0,0,0,305818,0,0,0,0,54408,251410,0,0,N,"http://www.facebook.com/themarksarkhttp://themarksark.org/"
81007141488,Brighton Grammar School Foundation Limited,REG,90 Outer Cres,,Brighton,VIC,3186,Bayside,Large,N,Other education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Donations from the School community via face to face solicitation, direct mail campaign and general donations",N,N,N,N,Y,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,1354410,969430,2323840,0,2323840,0,0,1396640,0,17228,1413868,909972,9089508,0,0,0,9089508,15041,0,0,0,15041,9074467,0,909972,N,
81170991815,Doris Thelma Rowe Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,115390,115390,0,115390,0,0,86512,0,29193,115704,-314,0,0,0,0,2652595,0,0,0,0,0,2652595,0,-314,N,http://www.rslvic.com.au
81450265872,Cah Support Group Australia Incorporated,REG,PO Box 100,,Mitcham,VIC,3132,Whitehorse,Small,N,Other health service delivery,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Provide education and support to families and people affected by CAH with Quarterly newsletters, on-line support, and biannual family conference days, Royal Childrens Hospital . Melbourne in October 2016. Making donations to similar organisations overseas and in Australia, supporting people living with CAH",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,10,0,4485,1425,5910,0,5910,0,0,360,0,3236,3596,2314,0,0,0,0,10252,0,0,0,0,0,10252,0,0,Y,http://www.cah.org.au
81457383607,The Trustee For Alma Sylvia And Carmen Figuerola Trust,REG,GPO Box 1461,,Melbourne,VIC,3001,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"For general charitable purposes of Ambulance Victoria, Lort Smith Animal Hospital, The Childrens Protection Society (Victoria), Australian Red Cross (Victoria Division), and Cat Protection Society (Victoria)",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,84888,84888,4730,89618,0,0,88593,0,10118,98711,-9093,0,0,0,0,2596736,0,0,0,0,0,2596736,0,-9093,N,
81781710702,The Eric And Elizabeth Gross Foundation,REG,Suite G4,171 Union Road,Surrey Hills,VIC,3127,Boroondara,Medium,N,Grant-making activities,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,The Foundation provides funding to Eligible Entities in accordance with the Private Ancillary Fund guidelines and those laid down by the Founder.,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,0,0,0,0,0,0,662741,662741,0,662741,0,0,814017,0,170203,984220,-321479,15222248,0,0,0,15222248,0,0,0,0,0,15222248,0,-321479,Y,
81806045990,Crossculture School Building Fund,REG,7 Adelphi Boulevard,,Point Cook,VIC,3030,Wyndham,Small,N,Other education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,"CrossCulture School Building Fund raises funds to build part of a new building which is used by CrossCulture Church of Christ Point Cook Church School to offer spiritual, relational and practical courses for our local community. These systematic educational courses are offered to children, youth and adults to enhance their personal growth and development.",N,N,N,N,N,N,Y,N,N,"The School Building Fund is managed by CrossCulture CrossCulture School Building Fund raises fund to build part of a new building. The School Building Fund Trustees ensures that CrossCulture Church of Christ Point Cook Church School uses that space primarily for educational purpose. The School Committee is responsible for running systematic educational activities for children, youth and adults. The School Committee also enters into partnership with other not-for profit educational organisations to provide other high quality systematic education for the benefit of our community using this new building.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,11,0,165829,0,165829,0,165829,0,0,165829,0,0,165829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,http://www.aip.org.au
81828260688,The Trustee For The Nurses Board Of Victoria Legacy Trust,REG,C/- Accru Melbourne,50 Camberwell Road,Hawthorn East,VIC,3123,Boroondara,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Awarding grants to nurses to promote research,N,N,N,N,N,N,Y,N,N,"The purpose of the NBVLL is to advance and foster the practice of nursing and midwifery in Victoria, through research and education, to improve patient outcomes.  More specifically, NBVLL is interested in improving health outcomes in fields such as aged care, clinical nursing, community child health, adolescent health, complementary/alternative therapies, family care, aboriginal health, mental health nursing, midwifery and primary health care and changing the scope of practice in nursing or midwifery. The NBVLL works towards achieving this by annually funding a number of grants and fellowships to nurses and midwives whose primary place of practice is Victoria.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,10,0,0,811315,811315,0,811315,0,0,163902,0,179967,343869,467446,8533470,0,0,0,8533470,39878,0,0,0,39878,8493592,0,467446,N,http://www.mad.asn.au
81837588297,Blind Cricket Australia Ltd,REG,PO Box 1135,,Research,VIC,3095,Nillumbik,Small,N,Sports,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,Provide financial and sports related support to blind cricketers in Australia and representing Australia.,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,0,0,0,20,0,94054,35521,129575,0,129575,0,0,1600,0,116042,117642,11933,0,0,0,0,90138,0,0,0,0,0,90138,0,0,N,http://www.blindcricket.org.au
81847903167,Chrisalis Foundation Inc.,REG,136 Haverbrack Dr,,Mulgrave,VIC,3170,Monash,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,"Fundraising activities, provided grants and support for people living with a disability",N,N,N,N,N,N,Y,N,N,"By raising funds we were able to provide funding to participants of our grant program and ambassador program. Through our charity we aim to mend the gap that is often left through other funding sources. We provided therapeutic swim lessons, specialised computer equipment and many other solutions.",N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,1,25,0,40074,7449,47523,0,47523,0,0,5102,0,26881,31983,15540,0,0,0,0,21235,0,0,0,0,5695,15540,0,0,Y,http://au.fsc.org
81964108186,Thomas Arthur Alfred Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,26451,26451,0,26451,0,0,19000,0,6959,25959,491,0,0,0,0,605191,0,0,0,0,0,605191,0,491,N,http://victoria.ymca.org.au/
82005110305,Australian Greek Welfare Society Limited,REG,7 Union St,,Brunswick,VIC,3056,Moreland,Large,N,Aged care activities,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Family & Children's Services Child Care,N,N,N,N,N,N,Y,N,N,"Australian Greek Welfare Society's (Trading as PRONIA) primary objective is, as per its constitution to carry out relief activities for and on behalf of Australian-Greeks within Australia. To tender them relief, welfare and community services, material and financial and other aid.  To assist them to access economic social and cultural resources by rendering assistance, social counselling, crisis intervention, welfare and community services. All funds by PRONIA are by constitution applied towards the promotion of the objects as set out in the Memorandum of Association and referred to above.  In the event of dissolution all amounts remaining after the settlement of liabilities would be given to tax exempt charitable institution by agreement of PRONIA members at properly constituted general meeting.  Accordingly PRONIA activities are developed and targeted to the most vulnerable members of our community, people on low income, who are homeless or at risk of homelessness or people who are marginalized and isolated from the general community.  PRONIA provides emergency relied, counselling, outpatient rehabilitation services, legal services and generalist casework to meet the needs of the community.",N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,D,28,26,93,143,3903899,137302,2562552,6603753,0,6603753,5103982,19831,18692,0,0,5142505,1461248,1001034,0,0,0,1001034,886026,396137,948852,1344989,2231015,-1229981,0,1461248,Y,
82005499650,Victorian Vocational Rehabilitation Association,REG,Belfast St Dallas Drive,,Dallas,VIC,3047,Hume,Medium,N,Other education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Delivery of both federal and state government funded training programmes; as well as fee-for-service training programmes.,N,N,N,N,N,N,Y,N,N,Delivery of both federal and state government funded training programmes; as well as fee-for-service training programmes.,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,2,2,2,50,604098,0,145030,749128,0,749128,375109,0,53436,0,211541,640086,109042,425740,0,0,3881554,4307294,137344,0,0,11378,148722,4158572,712639,821681,N,
82023642089,Salt Shakers Inc,VREV,U19 653 Mountain Hwy,,Bayswater,VIC,3153,Knox,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Produced regular email information Produced regular prayer letters,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,3,0,5,0,64560,57832,122392,0,122392,82702,0,400,0,38489,121591,801,0,0,0,0,38258,0,0,0,0,18701,19557,0,0,N,
82070959389,Village Well Community Centre Inc,REG,3 Ellingworth Parade,,Box Hill,VIC,3128,Whitehorse,Small,N,Emergency relief,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Provides relief for people in need. Each week a free meal is provided to approx. 60 participants, cooked and run by volunteers from local organisations. This enables community building and social interaction for those in need.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,1,0,50,3197,11785,27,15009,0,15009,0,0,13190,0,6190,19380,-4371,0,0,0,0,11498,0,0,0,0,0,11498,0,0,Y,http://www.rednose.com.au
82119704240,The Trustee For Estate Doris Lillian Clayton,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,19191,19191,0,19191,0,0,14441,0,5161,19603,-412,0,0,0,0,439144,0,0,0,0,0,439144,0,-412,N,
82192376219,The Trustee For British Music Society Of Victoria Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,258,258,0,258,0,0,198,0,66,264,-6,0,0,0,0,6029,0,0,0,0,0,6029,0,-6,N,http://www.rslvic.com.au
82234568859,The Trustee For Simeon Shaw Trust,REG,GPO Box 1461,,Melbourne,VIC,3001,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Melbourne City Mission to be devoted to helping the poor of Brunswick,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,825,825,46,871,0,0,855,0,50,905,-34,0,0,0,0,25187,0,0,0,0,0,25187,0,-34,N,
82254726617,The Trustee For The Klocman Foundation Charitable Fund,REG,4 MITCHELL ROAD,,St Kilda,VIC,3182,Port Phillip,Small,N,Income support and maintenance,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Make donations and provide financial support to other charitable organisations.,N,N,N,N,N,N,Y,N,N,Make donations and provide financial support to other charitable organisations.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,974,0,974,6000,6974,0,0,7707,0,0,7707,-733,0,0,0,0,6152,0,0,0,0,11221,-5069,0,0,N,
82258798714,The Trustee For Richardson James Medical Research,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,1225,1225,0,1225,0,0,943,0,309,1252,-27,0,0,0,0,28647,0,0,0,0,0,28647,0,-27,N,http://www.crossculturepointcook.net.au
82265119117,Bunting H Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,33789,33789,0,33789,0,0,21450,0,7152,28602,5187,0,0,0,0,610012,0,0,0,0,0,610012,0,5187,N,
82289769674,The Trustee For The Muffin Foundation,REG,ShineWing Australia,Level 10 530 Collins St,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,The charity provided donations to a range of charities that provide services beneficial to the community. These services include the relief of poverty and illness and research and education into various illnesses.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,441979,441979,0,441979,0,0,280000,0,28800,308800,133179,151567,0,0,5179007,5330574,2200,0,0,0,2200,5328374,0,133179,Y,http://WWW.CHRISALISFOUNDATION.ORG.AU
82320526913,The Trustee For The Shulu Foundation,REG,12 RIVERSDALE COURT,,Hawthorn,VIC,3122,Boroondara,Small,N,"Economic, social and community development",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,The Private Ancillary Fund donates money to eligible charities in a variety of community sectors,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,72521,72521,330457,402978,0,0,55000,0,18937,73937,329041,0,0,0,0,1369890,0,0,0,0,4565,1365325,0,0,Y,
82359716846,The Rule Charitable Foundation Inc.,REG,Level 1,285 Swan Street,Richmond,VIC,3121,Yarra,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Financial Support to Religious workers,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,2,2,0,18000,0,18000,0,18000,0,0,18000,0,0,18000,0,0,0,0,0,186,0,0,0,0,0,186,0,0,N,
82475219563,The Trustee For Alexander Miller Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Medium,N,Grant-making activities,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,592868,592868,-697420,-104552,0,0,1390,0,212955,214345,-318897,3192770,0,0,31820178,35012948,43844,0,0,0,43844,34969104,0,-318897,N,
82477306366,Harris Trust A,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,147722,147722,0,147722,0,0,119705,0,27959,147664,58,0,0,0,0,2482949,0,0,0,0,0,2482949,0,58,N,http://www.rslvic.com.au
82560183773,Hellenic Rsl Sub-branch,REG,14A Ferrars Pl,,South Melbourne,VIC,3205,Port Phillip,Small,N,Social services,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,As a sub-Branch of the RSL we collected funds through poppy and ANZAC day appeals to support Veterans. We also promote the contribution of the Hellenes to the Australian military war effort across all Australian conflicts. All of our committee is volunteers and we open our sub-Branch on an ongoing basis on Wed and Sat where we provide lunch to our members. We also run a free function free ANZAC Day after the main march.,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,0,0,0,20,4000,14697,27253,45950,0,45950,0,0,12204,0,12677,24881,21069,0,0,0,0,219245,0,0,0,0,0,219245,0,0,N,
82578361199,The Trustee For The Frederick & Bessie Deane Fund,REG,GPO Box 1461,,Melbourne,VIC,3001,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,To St John's Church of England Port Fairy (now Anglican Parish of Port Fairy),Y,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,1744,1744,97,1841,0,0,1810,0,104,1914,-73,0,0,0,0,53344,0,0,0,0,0,53344,0,-73,N,
82662850069,Eastside New Testament Church Of Christ Inc.,REG,10 Church Street,,Bayswater,VIC,3153,Knox,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,Y,Y,N,"_Ü¢ Actively promote New Testament Christianity as found only in God_Ü_s word, the Bible. Thisincludes regular weekly meetings and personal contacts with members and visitors._Ü¢ To edify & encourage the members of Church Street church of Christ to develop in all aspects ofChristian life._Ü¢ To care for those in need in our community as opportunities are presented and as the resourcesof the church allow.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,0,0,25,0,65040,58552,123592,898,124490,68637,0,4691,0,28825,102153,22337,0,0,0,0,227893,0,0,0,0,46000,181893,0,0,N,http://www.bluearth.org
82676743292,The Trustee For Mary Elizabeth Mccomas Piano Foundation,REG,15A Dixon Street,,Malvern,VIC,3144,Stonnington,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Providing funds for students to study piano overseas.,N,N,N,N,N,N,N,N,N,N,N,N,Y,Piano Students from Melbourne University.,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,83798,83798,0,83798,0,0,18431,0,10563,28994,54804,0,0,0,0,1276017,0,0,0,0,0,1276017,0,0,N,
82717214521,Drummond Ethel Mary Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,73840,73840,0,73840,0,0,58641,0,13875,72516,1325,0,0,0,0,1212249,0,0,0,0,0,1212249,0,1325,N,http://www.fraynework.com.au
82815109420,The Trustee For The Lions Vision Research Fund,REG,386 Cardigan St,,Carlton,VIC,3053,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,Investment of clinical research donations in the Lions Vision Research Fund,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,4,0,0,30302,30302,0,30302,0,0,20000,0,0,20000,10302,0,0,0,0,498015,0,0,0,0,38362,459653,0,0,Y,
82893353460,Doncaster Senior Citizens Centre Incorporated ,REG,19 Jindalee Ave,,Yallambie,VIC,3085,Banyule,Small,N,Other recreation and social club activity,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Friendship,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,380,419,799,286,1085,0,0,1232,0,509,1741,-656,0,0,0,0,549092,0,0,0,0,0,549092,0,-656,N,
82959041981,Elderly Chinese Home Inc,REG,129 Manningham St,,Parkville,VIC,3052,Melbourne,Large,N,Aged care activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Relief of PropertyPublic benevolent institution,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,4,38,7,0,2873066,64660,980578,3918304,0,3918304,2106576,0,7112,0,875347,2989035,929269,3956832,0,6418342,6418342,10375174,808759,0,178117,178117,986876,9388298,0,929269,Y,
83004530948,The Progressive Christian Network Of Victoria Inc,REG,76 Coppin St,,Malvern East,VIC,3145,Stonnington,Small,N,Religious activities,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Public addresses by progressive Christian scholars, writers & researchersDistribution of progressive Christian educational resources by internet & social mediaSale of books & other educational resources on progressive Christian subjects",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,20,0,0,40019,40019,0,40019,0,0,15950,0,23390,39340,679,0,0,0,0,45865,0,0,0,0,0,45865,0,0,N,http://www.foothillscare.org.au
